index,timestamp,epoch,accuracy,stage
0,1643360257486,0,0.8212921023368835,train
1,1643360351821,1,0.8542326092720032,train
2,1643360445641,2,0.8704814314842224,train
0,1643360257486,0,0.6037861108779907,val
1,1643360351822,1,0.4927615523338318,val
2,1643360445641,2,0.8046188950538635,val
