index,timestamp,epoch,loss,stage
0,1644833599042,0,0.810763955116272,deeplabv3_plus
1,1644833680205,1,0.5250555276870728,deeplabv3_plus
2,1644833759734,2,0.4515496790409088,deeplabv3_plus
3,1644833839283,3,0.4036852717399597,deeplabv3_plus
4,1644833917294,4,0.3680483102798462,deeplabv3_plus
5,1644833995492,5,0.3398630619049072,deeplabv3_plus
6,1644834075396,6,0.3167547583580017,deeplabv3_plus
7,1644834154488,7,0.2972895205020904,deeplabv3_plus
8,1644834233280,8,0.2806910574436188,deeplabv3_plus
9,1644834312365,9,0.2665182054042816,deeplabv3_plus
10,1644834391066,10,0.2548103332519531,deeplabv3_plus
11,1644834470532,11,0.245191290974617,deeplabv3_plus
12,1644834551186,12,0.236982062458992,deeplabv3_plus
13,1644834630102,13,0.2296140789985656,deeplabv3_plus
14,1644834708072,14,0.2229825258255005,deeplabv3_plus
15,1644834786207,15,0.2169137001037597,deeplabv3_plus
16,1644834864643,16,0.2115428149700164,deeplabv3_plus
17,1644834944778,17,0.2065663486719131,deeplabv3_plus
18,1644835023330,18,0.2020207941532135,deeplabv3_plus
19,1644835101444,19,0.1979064494371414,deeplabv3_plus
20,1644835179761,20,0.1941506713628769,deeplabv3_plus
21,1644835258391,21,0.1907808631658554,deeplabv3_plus
22,1644835336951,22,0.187504157423973,deeplabv3_plus
23,1644835414850,23,0.1845074594020843,deeplabv3_plus
24,1644835493313,24,0.1815459728240966,deeplabv3_plus
0,1644835696858,0,0.8802576661109924,UNet_Xception
1,1644835745701,1,0.6070078611373901,UNet_Xception
2,1644835794359,2,0.5437881350517273,UNet_Xception
3,1644835843352,3,0.4983149468898773,UNet_Xception
4,1644835891667,4,0.463071197271347,UNet_Xception
5,1644835940092,5,0.4364674389362335,UNet_Xception
6,1644835988478,6,0.4193605780601501,UNet_Xception
7,1644836037862,7,0.4009526968002319,UNet_Xception
8,1644836087127,8,0.3886384069919586,UNet_Xception
9,1644836135496,9,0.3738466203212738,UNet_Xception
10,1644836184023,10,0.3613448739051819,UNet_Xception
11,1644836233347,11,0.3504335582256317,UNet_Xception
12,1644836282216,12,0.3401423394680023,UNet_Xception
13,1644836330743,13,0.3241816163063049,UNet_Xception
14,1644836379820,14,0.3134548664093017,UNet_Xception
15,1644836428318,15,0.3018952906131744,UNet_Xception
16,1644836477431,16,0.2920796275138855,UNet_Xception
17,1644836525698,17,0.2823614478111267,UNet_Xception
18,1644836574236,18,0.2750099003314972,UNet_Xception
19,1644836622467,19,0.2686516046524048,UNet_Xception
20,1644836670857,20,0.2587540745735168,UNet_Xception
21,1644836719061,21,0.2640571594238281,UNet_Xception
22,1644836767764,22,0.2437554448843002,UNet_Xception
23,1644836816266,23,0.2373623251914978,UNet_Xception
24,1644836864832,24,0.2372990250587463,UNet_Xception
